游戏名称,游戏URL,AppID,原价,折扣价,基本好评率,详细好评率,基本标签,详细标签,基本发布时间,详细发布日期,游戏描述,开发商,发行商
摔跤擂台物语 (Pro Wrestler Story),https://store.steampowered.com/app/3334710/_Pro_Wrestler_Story/?snr=1_7_7_7000_150_29,3334710,64.0,57.6,77.0,77.0,[],"['角色自定义', '模拟', '体育', '摔角', '动漫', '独立', '2D', '2D 平台', '彩色', '可爱', '休闲', '像素图形', '生活模拟', '城市营造', '2.5D', '单人', '2D 格斗', '自走棋']",2025-05-18,2025-05-18,模拟经营职业摔角团体的SLG游戏,未知,"Kairosoft Co.,Ltd"
人中之龙7　光与暗的去向　国际版,https://store.steampowered.com/app/1235140/7/?snr=1_7_7_7000_150_29,1235140,,,94.0,90.0,[],"['动漫', '喜剧', '色情内容', '好评原声音轨', '剧情', '欢乐', '动作', '犯罪', '第三人称', '角色扮演', '单人', '日系角色扮演', '回合制战斗', '开放世界', '小游戏', '回合制', '暴力', '裸露', '冒险', '剧情丰富']",2020-11-10,2020-11-10,本作描绘新主角春日一番，在全新的舞台“横滨·伊势佐木异人町”与伙伴们一起咸鱼翻身，最终击碎强大的邪恶势力，体验到不负最新作之名的热血戏剧。,未知,SEGA
The Sims™ 4 Cats & Dogs,https://store.steampowered.com/app/1235721/The_Sims_4_Cats__Dogs/?snr=1_7_7_7000_150_29,1235721,,,66.0,80.0,[],"['角色自定义', '模拟', '欢乐', '猫', '可爱', '休闲', '氛围', '心理恐怖', '生活模拟', '自选历险体验', '沉浸式模拟', '单人', '冒险', '狗', '经典', '沙盒']",2020-06-18,2017-11-09,未知,未知,Electronic Arts
Age of Empires II: DE - 三国 The Three Kingdoms,https://store.steampowered.com/app/3080080/Age_of_Empires_II_DE___The_Three_Kingdoms/?snr=1_7_7_7000_150_30,3080080,,,53.0,53.0,[],"['策略', '即时战略']",2025-05-06,2025-05-06,未知,未知,Xbox Game Studios
不可思议的幻想乡TOD -RELOADED-,https://store.steampowered.com/app/931500/TOD_RELOADED/?snr=1_7_7_7000_150_30,931500,,,93.0,93.0,[],"['独立', '动漫', '视觉小说', '色情内容', '好评原声音轨', '信仰', '迷宫探索', '不可思议迷宫', '角色扮演', '单人', '奇幻', '类 Rogue', '日系角色扮演', '可爱', '女性主角', '心理恐怖', '回合制', '2D', '冒险', '困难']",2018-10-25,2018-10-25,内容充实让你百玩不厌的魔性上瘾迷宫迷宫探索RPG——不思议幻想乡系列最新作《不思议幻想乡TOD-RELOADED》登陆Steam！ 从初学者到高手都能轻松掌握的操作方式和浅明易懂的游戏系统让你玩到过瘾。,未知,AQUASTYLE
节奏魔女 舞动的骷髅,https://store.steampowered.com/app/2951580/_/?snr=1_7_7_7000_150_30,2951580,,,94.0,94.0,[],"['清版射击', '独立', '控制器', '动作', '魔法', '可爱', '动作类 Rogue', '卡通', '僵尸', '节奏', '战斗', '弹幕射击', '女性主角', '单人', '卡通风格', '像素图形', '3D', '奇幻']",2025-05-08,2025-05-08,《节奏魔女 舞动的骷髅》一款结合类幸存者与音乐节奏的游戏。 你需要跟随着音乐律动打击，闪躲随着音乐节拍移动、攻击的怪物们。在通往永恒之美的旅程中，击败跳舞怪人、食尸鬼、巨龙...！,未知,"Dusklight CO., LTD."
DCS World Steam Edition,https://store.steampowered.com/app/223750/DCS_World_Steam_Edition/?snr=1_7_7_7000_150_30,223750,,,85.0,84.0,[],"['模拟', '动作', '多人', '射击', '虚拟现实', '单人', '第一人称', 'TrackIR', '飞行', '免费开玩', '开放世界', '拟真', '合作', '战争', '沙盒', '军事', '坦克', '策略', '第一人称射击', '大型多人在线']",2013-08-02,2018-03-18,"About This Game: 在数字战斗模拟世界(DCS世界)中免费感受驾驶Su-25T""蛙足""攻击机和TF-51D""野马""的快感！ DCS世界是由一个富有灵感的开发团队创造的一个载具战斗模拟游戏。DCS世界采用了强大的引擎，并提供逼真的游戏体验。游戏中的战场包括一个壮观的任务区域 - 2008年格鲁吉亚冲突地区。你可以在巨大的半动态战役中驾驶Su-25T来主导格鲁吉亚的天空！你也可以通过体验TF-51D惊人的飞行动力学和交互式驾驶舱，来了解为什么""野马""往往被视为第二次世界大战中最伟大的战斗机。 DCS世界包含许多国家，如美国、俄罗斯、英国、法国、德国和西班牙等，的种类繁多的航空器、地面单位和战舰。",未知,Eagle Dynamics SA
DYSMANTLE: Pets & Dungeons,https://store.steampowered.com/app/2439690/DYSMANTLE_Pets__Dungeons/?snr=1_7_7_7000_150_30,2439690,920.0,524.0,70.0,70.0,[],"['独立', '模拟', '动作', '冒险', '角色扮演']",2023-10-18,2023-10-18,未知,未知,未知
魔法使之夜,https://store.steampowered.com/app/2052410/_/?snr=1_7_7_7000_150_30,2052410,,,98.0,97.0,[],"['动漫', '裸露', '2D', '魔法', '视觉小说', '色情内容', '好评原声音轨', '情感', '剧情', '自选历险体验', '冒险', '女性主角', '单人', '剧情丰富', '奇幻']",2023-12-14,2023-12-14,以绚烂的色彩、丰富的音声编织而成的TYPE-MOON正统视觉小说。,未知,Aniplex Inc.
Rusted Moss,https://store.steampowered.com/app/1772830/Rusted_Moss/?snr=1_7_7_7000_150_30,1772830,99.0,990.0,89.0,84.0,[],"['独立', '类银河战士恶魔城', '黑暗', '氛围', '平台游戏', '动作', '剧情丰富', '像素图形', '精确平台', '多结局', '动作冒险', '双摇杆射击', '复古', '2D 平台', '女性主角', '后末日', '2D', '反乌托邦', '冒险', '困难']",2023-04-11,2023-04-11,《Rusted Moss》是一款双摇杆射击式的类银河城动作游戏，用你的吊绳在地图上灵巧地摆荡，射穿女巫和锈迹斑斑的机甲吧。这片曾孕育了人类的土地已经化为废墟，被遗忘已久的精灵归来，将人类推向灭绝的边缘……,未知,PLAYISM
The Classrooms,https://store.steampowered.com/app/2099110/The_Classrooms/?snr=1_7_7_7000_150_30,2099110,60.0,960.0,90.0,92.0,[],"['悬疑', '黑暗', '电影式', '氛围', '恶魔', '调查', '探索', '动作', '生存恐怖', '80 年代', '不可思议迷宫', '超现实', '第一人称', '恐怖', '90 年代', '程序生成', '3D', '心理恐怖', '冒险', '抢先体验']",2022-10-28,2022-10-28,《教室》是一个程序性的、边缘性的、发现的镜头、生存恐怖游戏。探索课堂，发现其中包含的各种异常现象；从恶意实体到无害的怪事。记住，每次你玩的时候都不一样，所以你找到的镜头是独一无二的,未知,Xefier Games
命运2：终焉之形,https://store.steampowered.com/app/2336880/2/?snr=1_7_7_7000_150_30,2336880,,,79.0,80.0,[],"['氛围', '玩家对战环境', '大型多人在线角色扮演', '动作', '多人', '竞技', '射击', '故事架构丰富', '第一人称', '刷宝', '刷宝射击游戏', '合作', '免费开玩', '开放世界', '玩家对战', '太空', '科幻', '第一人称射击', '冒险', '大型多人在线']",2024-06-04,2024-06-04,未知,未知,Bungie
SHENZHEN I/O,https://store.steampowered.com/app/504210/SHENZHEN_IO/?snr=1_7_7_7000_150_30,504210,85.0,850.0,95.0,86.0,[],"['模拟', '独立', '纸牌', '编程', '2D', '教育', '自动化', '好评原声音轨', '心理恐怖', '逻辑', '解谜', '单人', '黑客', '困难', '沙盒', '建造']",2016-11-17,2016-11-17,BUILD CIRCUITS. WRITE CODE. RTFM.,未知,Zachtronics
出租生涯：模拟城市驾驶,https://store.steampowered.com/app/1351240/_/?snr=1_7_7_7000_150_30,1351240,170.0,85.0,61.0,75.0,[],"['氛围', '管理', '探索', '模拟', '放松', '沉浸式模拟', '第三人称', '生活模拟', '单人', '驾驶', '第一人称', '控制器', '开放世界', '拟真', '休闲', '3D', '沙盒', '汽车模拟', '物理', '交通运输']",2024-03-07,2024-03-07,驾驶爱车发展业务，在巴塞罗那运送乘客，把公司越做越大！你可以帮助这座不夜城缓解交通难题吗？,未知,Nacon
CarX Drift Racing Online,https://store.steampowered.com/app/635260/CarX_Drift_Racing_Online/?snr=1_7_7_7000_150_30,635260,,,95.0,93.0,[],"['模拟', '放松', '体育', '街机', '多人', '虚拟现实', '本地多人', '单人', '在线合作', '控制器', '合作', '开放世界', '竞速', '拟真', '沙盒', '物理', '汽车模拟', '大型多人在线', '模组', '游戏工坊']",2017-11-17,2017-11-17,"CarX Drift Racing Online is your chance to immerse yourself in the real world of drifting. Get together with friends, tune your car and burn some tires!",未知,"CarX Technologies, LLC"
Monster Hunter Wilds - 阿尔玛服装“新大陆调查团服装”,https://store.steampowered.com/app/3117520/Monster_Hunter_Wilds/?snr=1_7_7_7000_150_30,3117520,,,98.0,98.0,[],"['动作', '冒险', '角色扮演']",2025-04-03,2025-04-03,未知,未知,未知
歧路旅人 II,https://store.steampowered.com/app/1971650/_II/?snr=1_7_7_7000_150_30,1971650,,,94.0,91.0,[],"['动漫', '氛围', '情感', '2.5D', '角色扮演', '单人', '像素图形', '奇幻', '日系角色扮演', '回合制战斗', '魔法', '开放世界', '选择取向', '可爱', '休闲', '团队角色扮演', '回合制', '策略', '冒险', '剧情丰富']",2023-02-24,2023-02-24,2018年发售的“歧路旅人”在全球实体加线上累计销量超过300万部。本作为“歧路旅人”系列的新作RPG，内容全新。 在本作中，像素风格与3DCG所融合的“HD-2D”画面表现会全面升级。,未知,Square Enix
时空重构,https://store.steampowered.com/app/3292340/_/?snr=1_7_7_7000_150_30,3292340,100.0,80.0,95.0,95.0,[],"['视觉小说', '全动态影像', '爱情', '模拟', '虚拟现实', '沉浸式模拟', '自选历险体验', '单人', '角色扮演', '第一人称', '多结局', '选择取向', '女性主角', '架空历史', '后末日', '互动小说', '电脑角色扮演', '时空旅行', '剧情丰富', '恋爱模拟']",2025-05-19,2025-05-19,在《时间重构》中，人类文明处于毁灭的边缘。你将成为一名穿越时空的英雄，踏上拯救世界的征程，同时会结识外貌和性格各异的女性，并与她们建立深厚的情感联系。,未知,INNOVATION DREAM
Kunitsu-Gami: Path of the Goddess,https://store.steampowered.com/app/2510710/KunitsuGami_Path_of_the_Goddess/?snr=1_7_7_7000_150_30,2510710,,,92.0,93.0,[],"['塔防', '动作', '策略', '灵异', '故事架构丰富', '砍杀', '单人', '3D', '神话']",2024-07-18,2024-07-18,一个新的“神”之传说 《Kunitsu-gami: Path of the Goddess》 是以独创的“日式”世界观 体会“动作与战略”乐趣的单人游玩神乐战略活剧,未知,"CAPCOM Co., Ltd."
深岩银河,https://store.steampowered.com/app/548430/_/?snr=1_7_7_7000_150_30,548430,,,97.0,96.0,[],"['黑暗', '氛围', '动作类 Rogue', '探索', '玩家对战环境', '动作', '射击', '第一人称', '刷宝', '恐怖', '矮人', '刷宝射击游戏', '合作', '职业导向', '太空', '科幻', '程序生成', '生存', '第一人称射击', '战斗']",2020-05-13,2020-05-13,《深岩银河》是一款多人合作类第一人称射击游戏，有着了不起的矮人、100% 可破坏的地形、由程序生成的洞穴以及无数的外星怪物。,未知,Coffee Stain Publishing
Expansion - Hearts of Iron IV: By Blood Alone,https://store.steampowered.com/app/1880650/Expansion__Hearts_of_Iron_IV_By_Blood_Alone/?snr=1_7_7_7000_150_30,1880650,,,35.0,55.0,[],"['模拟', '军事', '血腥', '裸露', '策略', '多人', '资本主义', '大战略', '生存', '单人', '二战', '网络梗', '战争', '历史', '架空历史', '成人']",2022-09-27,2022-09-27,未知,未知,Paradox Interactive
A=B,https://store.steampowered.com/app/1720850/AB/?snr=1_7_7_7000_150_30,1720850,580.0,406.0,95.0,95.0,[],"['独立', '现代', '基于文字', '编程', '自动化', '逻辑', '单人', '教育', '休闲', '卡牌游戏', '线性', '黑客', '小游戏', '棋盘游戏', '2D', '黑色幽默', '极简主义', '解谜', '困难']",2022-03-29,2022-03-29,A=B是一款只有一条指令的编程游戏：A=B，意思是将A替换为B。,未知,Artless Games
血战突袭,https://store.steampowered.com/app/3199170/_/?snr=1_7_7_7000_150_30,3199170,,,79.0,76.0,[],"['大逃杀', '控制器', '裸露', '动作', '免费开玩', '多人', '策略', '玩家对战', '射击', '生存', '第一人称射击', '冒险', '抢先体验', '大型多人在线']",2025-03-13,2025-03-13,"Gather your friends and dive into the action-packed Battle Royale, Squad Fight, or Hot Zone like there's no tomorrow! Blood Strike offers a wide range of playable Strikers, each with a unique active and passive ability letting you deploy drones, shield walls and everything in between.",未知,NetEase Games
来自深渊 朝向黑暗的双星,https://store.steampowered.com/app/1324340/_/?snr=1_7_7_7000_150_30,1324340,,,78.0,85.0,[],"['角色自定义', '制作', '动漫', '氛围', '管理', '探索', '彩色', '动作', '迷宫探索', '第三人称', '奇幻', '黑暗奇幻', '动作冒险', '动作角色扮演', '女性主角', '3D', '生存', '3D 平台', '战斗', '冒险']",2022-09-02,2022-09-02,无可救药动作角色扮演游戏,未知,"Spike Chunsoft Co., Ltd."
14种扫雷变体2,https://store.steampowered.com/app/2631960/142/?snr=1_7_7_7000_150_31,2631960,800.0,560.0,96.0,96.0,[],"['独立', '编程', '休闲', '试验性', '逻辑', '极简主义', '解谜', '程序生成', '单人', '困难', '心理恐怖', '抽象']",2024-06-14,2024-06-14,扫雷规则再度迎来变化。,未知,Artless Games
Zombie Builder Defense 2,https://store.steampowered.com/app/1638950/Zombie_Builder_Defense_2/?snr=1_7_7_7000_150_31,1638950,60.0,720.0,85.0,85.0,[],"['血腥', '合作战役', '玩家对战环境', '街机', '动作', '基地建设', '多人', '射击', '僵尸', '单人', '建造', '在线合作', '合作', '职业导向', '后末日', '枪械改装', '俯视射击', '清版射击', '暴力', '俯视']",2023-11-10,2023-11-10,在这款充满乐趣的自上而下的射击游戏中抵御成群的僵尸。建立和升级你的基地，解锁强大的枪支，并与最多4名玩家在线合作，对付具有挑战性的老板。在僵尸启示录中，每次都能在一个晚上生存下来!,未知,Noham Games
60 Seconds! Reatomized,https://store.steampowered.com/app/1012880/60_Seconds_Reatomized/?snr=1_7_7_7000_150_31,1012880,59.5,595.0,94.0,95.0,[],"['指向点击', '黑色喜剧', '管理', '基于文字', '探索', '欢乐', '疫病爆发模拟', '自选历险体验', '沉浸式模拟', '生活模拟', '恐怖', '摔角', '3D', '后末日', '2D', '策略', '生存', '黑色幽默', '回合制战术', '困难']",2019-07-25,2019-07-25,后末日题材的黑色喜剧又回来了——重新制作，辐射更强！搜集物资，拯救家人，在避难所里坚强生存。做出艰难决定，捕猎变异蟑螂……顽强幸存，或者一命呜呼。,未知,Robot Gentleman
午夜漫步,https://store.steampowered.com/app/2863640/_/?snr=1_7_7_7000_150_31,2863640,,,94.0,94.0,[],"['黑暗', '电影式', '氛围', '情感', '探索', '潜行', '虚拟现实', '故事架构丰富', '单人', '第一人称', '恐怖', '奇幻', '黑暗奇幻', '动作冒险', '控制器', '手绘', '解谜', '冒险', '剧情丰富', '记叙']",2025-05-08,2025-05-08,《Lost in Random》的创作团队诚邀你加入《The Midnight Walk》奇幻旅程。 与迷途的灯笼生物成为伙伴，它将为你照亮前行的道路，带你领略奇观，直面恐惧。游戏世界中的环境通过真实的粘土手工制作，并以定格动画风格呈现，让你在战胜怪物的同时，为令人叹为观止的细节所折服。,未知,Fast Travel Games
TIEBREAK+: Official Game of the ATP and WTA,https://store.steampowered.com/app/2264340/TIEBREAK_Official_Game_of_the_ATP_and_WTA/?snr=1_7_7_7000_150_31,2264340,,,72.0,73.0,[],"['角色自定义', '模拟', '体育', '控制器', '多人', '网球', '单人', '抢先体验', '3D']",2024-08-22,2024-08-22,ATP和WTA的官方网球游戏终于来了！在网球电子游戏中，与史上阵容最庞大的职业网球球员同台竞技，征战完整赛季，最终成为世界第一球员。,未知,Nacon
迷宮校舎 | School Labyrinth,https://store.steampowered.com/app/2423300/__School_Labyrinth/?snr=1_7_7_7000_150_31,2423300,,,83.0,83.0,[],"['在线合作', '类 Rogue', '独立', '轻度 Rogue', '控制器', '动作', '多人', '合作', '程序生成', '单人', '3D', '恐怖', '潜行']",2024-02-21,2024-02-21,夜晚学校为舞台的1~4人合作恐怖游戏。 与朋友合作，努力从变成复杂迷宫的校舍中逃脱！,未知,RainyDollGames LLC
迷走深空：碎舰师,https://store.steampowered.com/app/1161580/_/?snr=1_7_7_7000_150_31,1161580,290.0,101.5,89.0,90.0,[],"['未来', '好评原声音轨', '模拟', '放松', '动作', '太空模拟', '单人', '第一人称', '建造', '开放世界', '太空', '科幻', '程序生成', '破坏', '沙盒', '策略', '物理', '反乌托邦', '解谜', '抢先体验']",2022-05-24,2022-05-24,利用最先进的废物回收科技切割太空船，回收高价值材料。升级装备，接取更加有利可图的合同，偿还您对LYNX Corp的数十亿信用债务！,未知,Focus Entertainment
德州扑克 - Pokerist,https://store.steampowered.com/app/3174070/__Pokerist/?snr=1_7_7_7000_150_31,3174070,,,54.0,55.0,[],"['角色自定义', '对话', '模拟', '体育', '赌博', '多人', '竞技', '单人', '战术', '在线合作', '免费开玩', '玩家对战', '卡牌游戏', '3D', '棋盘游戏', '2D', '策略', '俯视', '回合制战术', '大型多人在线']",2025-02-18,2025-02-18,快来体验传奇德州扑克！感受纯正赌场氛围和出色的 3D 画面！ 投身充满刺激的世界、挑战其他玩家，让大家看到您才是真正的赢家！,未知,KamaGames Ltd.
知只大冒险,https://store.steampowered.com/app/1071870/_/?snr=1_7_7_7000_150_31,1071870,76.0,304.0,86.0,89.0,[],"['角色自定义', '独立', '情感', '玩家对战环境', '欢乐', '动作', '多人', '本地多人', '奇幻', '动作冒险', '合作', '开放世界', '休闲', '可爱', '关卡编辑', '物理', '3D 平台', '解谜', '分屏', '跑酷']",2020-03-26,2020-03-26,《biped》是一个具有物理特性的合作冒险游戏。 游戏中，你和伙伴将扮演“阿古”和“茜拉”，两个双足外星机器人，并在地球上展开有趣又燃情的大冒险。你们将前往一个个景色迥异的秘境，相互配合相互帮助，解开谜题克服挑战，重新点起照亮星空航路的地球灯塔！,未知,NEXT Studios
Girls Made Pudding -少女布丁旅情-,https://store.steampowered.com/app/3337210/Girls_Made_Pudding/?snr=1_7_7_7000_150_31,3337210,,,94.0,89.0,[],"['制作', '控制器', '步行模拟', '2D', '动漫', '可爱', '视觉小说', '摩托车', '自选历险体验', '科幻', '烹饪', '冒险', '单人', '女性主角', '3D', 'LGBTQ+', '互动小说', '探索']",2025-04-09,2025-04-09,——如果维持存在只能依靠他人的视线。『Girls Made Pudding -少女布丁旅情-』是一部以摩旅为主题的声画互动读物。,未知,KAMITSUBAKI STUDIO
Sun Haven,https://store.steampowered.com/app/1432860/Sun_Haven/?snr=1_7_7_7000_150_31,1432860,,,82.0,77.0,[],"['角色自定义', '制作', '农业', '烹饪', '探索', '模拟', '放松', '钓鱼', '多人', '生活模拟', '角色扮演', '单人', '像素图形', '奇幻', '采矿', '魔法', '农场模拟', '战斗', '冒险', '恋爱模拟']",2023-03-10,2023-03-10,建造你的农场和与城镇居民的关系，或在魔法、怪物和龙的任务中前进。通过 8 人多人游戏中的技能树升级，或者独自冒险！,未知,Pixel Sprout Studios
KAMITSUBAKI CITY REGENERATE,https://store.steampowered.com/app/2353340/KAMITSUBAKI_CITY_REGENERATE/?snr=1_7_7_7000_150_31,2353340,,,94.0,87.0,[],"['多结局', '黑暗奇幻', '动漫', '动作冒险', '2D', '视觉小说', '可爱', '自选历险体验', '冒险', '单人', '音乐']",2025-03-12,2025-03-12,这款文字冒险游戏，上演在与现实世界有着相异历史的世界线中的城市——神椿市。玩家作为“观测者”，被召唤至这座濒临毁灭的城市。与性格迥异的众多角色交织出一幕幕的故事，踏上一场拯救世界的战斗与冒险之旅。,未知,KAMITSUBAKI STUDIO
Life is Strange: Double Exposure,https://store.steampowered.com/app/1874000/Life_is_Strange_Double_Exposure/?snr=1_7_7_7000_150_31,1874000,,,68.0,72.0,[],"['悬疑', '电影式', '氛围', '情感', '爱情', '剧情', '好评原声音轨', '动作', '风格化', '第三人称', '自选历险体验', '单人', '多结局', '选择取向', '女性主角', 'LGBTQ+', '叙事', '灵异', '冒险', '剧情丰富']",2024-10-29,2024-10-29,发现好友萨菲惨死雪地之中，麦珂茜·考尔菲德撕开了通往平行时空的大门。这边的萨菲还活着，而且也深陷险境！凭借穿梭两条时间线的新能力，麦珂茜能否理清真相，阻止同样的悲剧？,未知,Square Enix
真・三国无双８ 帝国,https://store.steampowered.com/app/1341200/8/?snr=1_7_7_7000_150_31,1341200,,,49.0,49.0,[],"['角色自定义', '模拟', '动漫', '动作', '策略', '无双', '开放世界', '色情内容', '合作', '单人', '历史', '砍杀']",2021-12-22,2021-12-22,融合爽快战斗与攻城略地的策略博弈，帝国系列最新作品登场。帝国独具的“三国体验”描绘众武将的波澜人生，互夺城池的“攻城战”将城池周边区域皆化为战场，“政略系统”活用武将的个性与信赖强化国家，进化后的“帝国”隆重登场！,未知,"KOEI TECMO GAMES CO., LTD."
KILL la KILL -IF,https://store.steampowered.com/app/922500/KILL_la_KILL_IF/?snr=1_7_7_7000_150_31,922500,100.0,500.0,71.0,68.0,[],"['3D 格斗', '控制器', '动漫', '裸露', '动作', '竞技', '色情内容', '可爱', '好评原声音轨', '剧情丰富', '格斗', '本地多人', '单人', '女性主角', '电竞', '2D 格斗', '架空历史', '原声音轨']",2019-07-25,2019-07-25,采用3D Cell Look技术，彻底再现原作动画的质感！压倒性的视觉效果与精美的游戏编排，忠实还原原作，再加上原作脚本负责人中岛一基先生重新创作的“IF故事”，一定不负玩家的期待。,未知,Arc System Works
遗迹2,https://store.steampowered.com/app/1282100/2/?snr=1_7_7_7000_150_31,1282100,,,83.0,73.0,[],"['黑暗', '氛围', '玩家对战环境', '动作', '多人', '第三人称射击', '射击', '第三人称', '角色扮演', '单人', '恐怖', '在线合作', '控制器', '动作冒险', '刷宝射击游戏', '类魂系列', '合作', '后末日', '战斗', '冒险']",2023-07-25,2023-07-25,《Remnant II®》是畅销游戏《Remnant: From the Ashes》的续作。在本作中，人类幸存者将再次深陷可怕的世界，对抗新的邪恶怪物和神一般的敌人头目。,未知,Arc Games
MARVEL vs. CAPCOM Fighting Collection: Arcade Classics,https://store.steampowered.com/app/2634890/MARVEL_vs_CAPCOM_Fighting_Collection_Arcade_Classics/?snr=1_7_7_7000_150_31,2634890,,,93.0,84.0,[],"['好评原声音轨', '街机', '动作', '多人', '本地多人', '单人', '经典', '像素图形', '本地合作', '在线合作', '竞分', '复古', '合作', '漫画', '清版动作', '90 年代', '格斗', '2D 格斗', '超级英雄']",2024-09-11,2024-09-11,传奇的英雄对战，再度揭幕！畅玩席卷游戏中心的7款MARVEL与CAPCOM合作作品！除了《X-MEN CHILDREN OF THE ATOM》、《MARVEL vs. CAPCOM CLASH OF SUPER HEROES》等对战格斗游戏外，还收录横向动作名作《THE PUNISHER》！集合了一系列能够令您回味当时的狂热之作品！,未知,"CAPCOM Co., Ltd."
The Star Named EOS：未晓星程,https://store.steampowered.com/app/1619230/The_Star_Named_EOS/?snr=1_7_7_7000_150_31,1619230,85.0,59.5,95.0,90.0,[],"['独立', '指向点击', '动漫', '360 全景视频', '氛围', '剧情', '探索', '风格化', '超现实', '单人', '第一人称', '短篇', '休闲', '手绘', '互动小说', '解谜', '隐藏物体', '冒险', '剧情丰富', '记叙']",2024-07-22,2024-07-22,《The Star Named EOS︰未晓星程》是一款以“摄影”为主轴并融合了精致手绘风格的叙事解谜冒险游戏。随着重现与照片构图相同的风景，主角将慢慢揭开尘封许久的家庭故事，踏上一场追寻过去的奇幻旅程。,未知,PLAYISM
VTOL VR,https://store.steampowered.com/app/667970/VTOL_VR/?snr=1_7_7_7000_150_31,667970,,,98.0,98.0,[],"['喷气机', '六自由度', '车辆作战', '未来', '模拟', '动作', '多人', '虚拟现实', '海战', '单人', '第一人称', '飞行', '拟真', '战争', '关卡编辑', '沙盒', '军事', '物理', '战斗', '人工智能']",2017-08-03,2017-08-03,VTOL VR是一款专为虚拟现实打造的近未来战斗飞行游戏。驾驶先进的多用途喷气式战斗机，用手拨动开关、按下按钮并操纵虚拟飞行控件。,未知,"Boundless Dynamics, LLC"
落日余晖,https://store.steampowered.com/app/2271930/_/?snr=1_7_7_7000_150_32,2271930,115.0,92.0,73.0,78.0,[],"['角色自定义', '制作', '海盗', '基地建设', '多人', '生存恐怖', '生活模拟', '僵尸', '角色扮演', '在线合作', '动作冒险', '合作', '开放世界', '自然', '沙盒', '开放世界生存制作', '生存', '战斗', '冒险', '抢先体验']",2024-11-04,2024-11-04,《落日余晖》是一款生存RPG冒险游戏。白天，您需要在岛屿的各个角落收集生存所需的物资；夜晚，您必须在强大而恐怖的怪物追击下生存下来。您可以利用收集到的物资来建造基地，以抵御威胁您的怪物。,未知,Smilegate
Thronefall,https://store.steampowered.com/app/2239150/Thronefall/?snr=1_7_7_7000_150_32,2239150,,,96.0,94.0,[],"['独立', '城市营造', '等角视角', '彩色', '动作', '基地建设', '风格化', '中世纪', '单人', '建造', '奇幻', '控制器', '动作即时战略', '3D', '塔防', '策略', '极简主义', '战斗', '抢先体验', '砍杀']",2024-10-11,2024-10-11,一款关于建立和保卫小王国的极简主义游戏。,未知,GrizzlyGames
终焉车站,https://store.steampowered.com/app/3079280/_/?snr=1_7_7_7000_150_32,3079280,,,95.0,94.0,[],"['动漫', '视觉小说', '黑暗', '氛围', '现代', '探索', '犯罪', '自选历险体验', '角色扮演', '单人', '恐怖', '多结局', '日系角色扮演', '可爱', '手绘', 'LGBTQ+', '心理恐怖', '2D', '冒险', '剧情丰富']",2025-03-07,2025-03-07,本作为耽美解谜恐怖ADV游戏。描绘了两名男性相互依存、爱恨交织的故事。,未知,びぶ/viv
星球大战 绝地：幸存者™,https://store.steampowered.com/app/1774580/_/?snr=1_7_7_7000_150_32,1774580,,,68.0,68.0,[],"['角色自定义', '好评原声音轨', '氛围', '探索', '动作', '多人', '跑酷', '剧情丰富', '第三人称', '单人', '角色扮演', '剑术', '动作冒险', '类魂系列', '开放世界', '太空', '科幻', '战斗', '冒险', '困难']",2023-04-27,2023-04-27,在《星球大战 绝地：幸存者™》，这款跨银河系第三人称动作冒险游戏中，卡尔·凯斯提斯的故事仍将继续。,未知,Electronic Arts
祝你好死,https://store.steampowered.com/app/1740720/_/?snr=1_7_7_7000_150_32,1740720,137.5,68.75,86.0,89.0,[],"['独立', '类银河战士恶魔城', '喜剧', '动作类 Rogue', '平台游戏', '欢乐', '动作', '单人', '卡通风格', '类 Rogue', '控制器', '2D 平台', '卡通', '轻度 Rogue', '2D', '黑色幽默', '战斗', '抢先体验', '哥特', '砍杀']",2023-03-22,2023-03-22,Have a Nice Death 是一款 2D 动作类 Roguelike游戏，玩家扮演一位过度劳累的死神。你的员工们猖獗，贪婪的收割生命，完全打破了灵魂世界的平衡以及死神的休假计划。 为了恢复秩序，玩家必须拿起你值得信赖的镰刀，让你的员工们知道谁才是老板。,未知,Arc Games
狐的归途,https://store.steampowered.com/app/3034520/_/?snr=1_7_7_7000_150_32,3034520,90.0,63.0,90.0,90.0,[],"['独立', '动漫', '悬疑', '色情内容', '视觉小说', '惊悚', '爱情', '探索', '标杆测试', '单人', '角色扮演', '奇幻', '可爱', '休闲', '3D', '互动小说', '第一人称射击', '冒险', '剧情丰富']",2024-10-09,2024-10-09,回过神来发现自己身处隐世与现世的交界 依靠居住在那里的狐巫女的指引 从异世界脱身吧！,未知,BeXide Inc.
Arma Reforger,https://store.steampowered.com/app/1874880/Arma_Reforger/?snr=1_7_7_7000_150_32,1874880,,,76.0,82.0,[],"['冷战', '模拟', '玩家对战环境', '即时战术', '动作', '多人', '80 年代', '射击', '第三人称', '单人', '第一人称', '战术', '开放世界', '拟真', '玩家对战', '战争', '沙盒', '军事', '策略', '第一人称射击']",2023-11-16,2023-11-16,体验逼真写实的冷战时代，并前往混乱无序的大西洋中部岛国埃维隆及其较小的近海领地阿兰德，加入紧张刺激的浴血拼杀；或者，也可以扮演 Game Master，打造自己专属的战役场景供其他玩家游玩。,未知,Bohemia Interactive
